综合,#genre#
河南公共,https://tv1288.xyz/hntv.php?id=hngg
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河南卫视,http://j.s.bkpcp.top/jj/hnws
河南卫视,http://live2.rxip.sc96655.com/live/hnws35_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
河南卫视,https://tv1288.xyz/hntv.php?id=hnws
河南新闻,https://tv1288.xyz/hntv.php?id=hnxw
河南梨园,https://tv1288.xyz/hntv.php?id=hnly
河南民生,https://tv1288.xyz/hntv.php?id=hnms
河南法治,https://tv1288.xyz/hntv.php?id=hmfz
河南电视剧,https://tv1288.xyz/hntv.php?id=hndsj
河南都市,https://tv1288.xyz/hntv.php?id=hnds
法治天地,http://live2.rxip.sc96655.com/live/fztx_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
泸县综合,http://live2.rxip.sc96655.com/live/lxxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
泸定综合频道,http://live2.rxip.sc96655.com/live/ldxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
泸州公共,http://live2.rxip.sc96655.com/live/lzgg_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
洛阳新闻综合,https://tv1288.xyz/hntv.php?id=ly1
洪雅新闻综合,http://live2.rxip.sc96655.com/live/hyzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
济源新闻综合,https://tv1288.xyz/hntv.php?id=jy1
浙江东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://live2.rxip.sc96655.com/live/zjwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
浙江卫视4K,http://j.s.bkpcp.top/jj/zjws
浙江卫视4K,https://bd-xwl.cztv.com/live/channel4k2160p.m3u8
浙江庆元新闻综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
浙江开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
浙江文成新闻综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
浙江新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
浙江松阳新闻综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
浙江松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
浙江萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
浙江衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
浙江诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
浙江青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
浙江龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
浙江龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
海南公共,https://tv1288.xyz/hainantv.php?proxy=1&id=ggpd
海南卫视,http://j.s.bkpcp.top/jj/hinws
海南卫视,http://live2.rxip.sc96655.com/live/hnws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
海南少儿,https://tv1288.xyz/hainantv.php?proxy=1&id=sepd
海南文旅,https://tv1288.xyz/hainantv.php?proxy=1&id=wlpd
海南新闻,https://tv1288.xyz/hainantv.php?proxy=1&id=xwpd
海南自贸,https://tv1288.xyz/hainantv.php?proxy=1&id=jjpd
涪城综合,http://live2.rxip.sc96655.com/live/fcgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
深圳卫视,http://107.150.60.122/live/szwshd.m3u8
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
深圳卫视,http://j.s.bkpcp.top/jj/szws
深圳卫视,http://live2.rxip.sc96655.com/live/szwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
渠县新闻综合,http://live2.rxip.sc96655.com/live/qxxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
温江综合频道,http://live2.rxip.sc96655.com/live/wjytH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
湖北十堰新闻综合,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,http://j.s.bkpcp.top/jj/hubws
湖北卫视,http://live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
湖北荆门教育,http://stream.jmtv.com.cn/ggsh/playlist.m3u8
湖北荆门新闻,http://stream.jmtv.com.cn/xwzh/playlist.m3u8
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,http://live2.rxip.sc96655.com/live/hnwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://j.s.bkpcp.top/jj/hunws
漯河新闻综合,https://tv1288.xyz/hntv.php?id=lh1
濮阳新闻综合,https://tv1288.xyz/hntv.php?id=py1
焦作新闻综合,https://tv1288.xyz/hntv.php?id=jz1
犍为新闻综合,http://live2.rxip.sc96655.com/live/qwxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
珙县新闻,http://live2.rxip.sc96655.com/live/gxzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
甘孜综合,http://live2.rxip.sc96655.com/live/gzxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
甘洛,http://live2.rxip.sc96655.com/live/glt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
甘肃卫视,http://j.s.bkpcp.top/jj/gsws
甘肃卫视,http://live2.rxip.sc96655.com/live/gsws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
生活时尚,http://live2.rxip.sc96655.com/live/shssH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
番禺电视,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
盐亭1,http://live2.rxip.sc96655.com/live/ytzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
盐边电视台,http://live2.rxip.sc96655.com/live/ybtgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
眉山综合,http://live2.rxip.sc96655.com/live/msxwzhgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
睛彩中原,https://tv1288.xyz/hntv.php?id=jczy
石棉,http://live2.rxip.sc96655.com/live/smxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
移动戏曲,https://tv1288.xyz/hntv.php?id=ydxj
筠连TV,http://live2.rxip.sc96655.com/live/ylyt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
简阳新闻综合,http://live2.rxip.sc96655.com/live/jyxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
米易综合,http://live2.rxip.sc96655.com/live/myxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
精品导视,http://live2.rxip.sc96655.com/live/jpdsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
纪实科教,http://live2.rxip.sc96655.com/live/bjjs_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
纳溪-1,http://live2.rxip.sc96655.com/live/nxxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
经济生活,https://tv1288.xyz/hbws.php?id=10516507​
经济生活,https://tv1288.xyz/hbws.php?id=hbjjsh
绵竹,http://live2.rxip.sc96655.com/live/mzxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
绵阳新闻综合,http://live2.rxip.sc96655.com/live/myytH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
绵阳科技,http://live2.rxip.sc96655.com/live/myetH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
罗江,http://live2.rxip.sc96655.com/live/ljxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
聚鲨环球精选,http://live2.rxip.sc96655.com/live/jshqjxHD_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
自贡文化生活,http://live2.rxip.sc96655.com/live/zggg_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
自贡综合,http://live2.rxip.sc96655.com/live/zgxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
船山综合,http://live2.rxip.sc96655.com/live/csxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
芦山综合频道,http://live2.rxip.sc96655.com/live/lszh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
苍溪综合,http://live2.rxip.sc96655.com/live/cxxwgqH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
苏州4K台,http://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州娱乐,http://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州生活,http://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州经济,http://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州综合,http://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州资讯,http://live-auth.51kandianshi.com/szgd/csztv5.m3u8
荣县综合,http://live2.rxip.sc96655.com/live/rxzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
荥经电视台,http://live2.rxip.sc96655.com/live/xjdst_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
营山,http://live2.rxip.sc96655.com/live/ysxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
蒲江综合,http://live2.rxip.sc96655.com/live/pjxw_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
蓬安综合,http://live2.rxip.sc96655.com/live/pazh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
蓬溪新闻综合,http://live2.rxip.sc96655.com/live/pxxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
西充综合,http://live2.rxip.sc96655.com/live/xczh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
西昌,http://live2.rxip.sc96655.com/live/xctHD_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
西藏卫视,http://107.150.60.122/live/xzws.m3u8
西藏卫视,http://live2.rxip.sc96655.com/live/xzwsH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
许昌新闻综合,https://tv1288.xyz/hntv.php?id=xc1
证劵服务,http://live2.rxip.sc96655.com/live/jz_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
象视界,https://tv1288.xyz/hntv.php?id=xsj
贵州卫视,http://j.s.bkpcp.top/jj/gzws
贵州卫视,http://live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
资中综合,http://live2.rxip.sc96655.com/live/zzzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
资阳新闻综合,http://live2.rxip.sc96655.com/live/zyxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
越西综合,http://live2.rxip.sc96655.com/live/yxt_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,http://j.s.bkpcp.top/jj/lnws
辽宁卫视,http://live2.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达川新闻综合,http://live2.rxip.sc96655.com/live/dcxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达州公共,http://live2.rxip.sc96655.com/live/dzgg_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达州导视,http://live2.rxip.sc96655.com/live/dzds_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达州新闻综合,http://live2.rxip.sc96655.com/live/dzxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
达州通川,http://live2.rxip.sc96655.com/live/tcq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
通川区,http://live2.rxip.sc96655.com/live/xcxwzhH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
通江综合,http://live2.rxip.sc96655.com/live/tjxwH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
遂宁综合,http://live2.rxip.sc96655.com/live/snxwzhHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
邻水,http://live2.rxip.sc96655.com/live/lsxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
郑州新闻综合,https://tv1288.xyz/hntv.php?id=zz1
郫县新闻综合,http://live2.rxip.sc96655.com/live/pxds1_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
都市剧场,http://live2.rxip.sc96655.com/live/yxfydsjcHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
都江堰,http://live2.rxip.sc96655.com/live/djyzh_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
鄂尔多斯经济服务,http://live.nxw.org.cn/lsdream/ogvfqcp/1000/live.m3u8
鄂尔多斯蒙语综合,http://live.nxw.org.cn/lsdream/3lZr8dK/1000/live.m3u8
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,http://live2.rxip.sc96655.com/live/cqwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金口河综合,http://live2.rxip.sc96655.com/live/jkhdst_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金堂电视台,http://live2.rxip.sc96655.com/live/jtzhpd_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金牛,http://live2.rxip.sc96655.com/live/jnyx_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金鹰卡通,http://live2.rxip.sc96655.com/live/jykt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
金鹰纪实,http://live2.rxip.sc96655.com/live/jyjsHDH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
镇江综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
长宁综合,http://live2.rxip.sc96655.com/live/znzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
阆中综合,http://live2.rxip.sc96655.com/live/lzxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
阿坝州TV,http://live2.rxip.sc96655.com/live/abxwzhpdgq_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
阿坝州藏语,http://live2.rxip.sc96655.com/live/wypdgqH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
陕西卫视,http://107.150.60.122/live/snwshd.m3u8
陕西卫视,http://live2.rxip.sc96655.com/live/sxws_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
隆昌综合,http://live2.rxip.sc96655.com/live/lcxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
雁江,http://live2.rxip.sc96655.com/live/yjxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
雅安公共,http://live2.rxip.sc96655.com/live/yagg_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
雅安新闻综合,http://live2.rxip.sc96655.com/live/yazh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
雅安雨城,http://live2.rxip.sc96655.com/live/ycpd_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
青川综合,http://live2.rxip.sc96655.com/live/qcxwzhH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
青白江综合,http://live2.rxip.sc96655.com/live/qbjxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
青神综合,http://live2.rxip.sc96655.com/live/qszh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
马尔康,http://live2.rxip.sc96655.com/live/mekxwzhpd_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
马边综合,http://live2.rxip.sc96655.com/live/mbxwzh_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
驻马店新闻综合,https://tv1288.xyz/hntv.php?id=zmd1
高县-1,http://live2.rxip.sc96655.com/live/gxt_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
魅力足球,http://live2.rxip.sc96655.com/live/mlyy_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
鹤壁新闻综合,https://tv1288.xyz/hntv.php?id=hb1
黑水,http://live2.rxip.sc96655.com/live/hsxwzhpdH264_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
黑龙江卫视,http://j.s.bkpcp.top/jj/hljws
黑龙江卫视,http://live2.rxip.sc96655.com/live/hljwsH265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
黑龙江哈尔滨影视,http://stream.hrbtv.net/yspd/playlist.m3u8
黑龙江哈尔滨新闻,http://stream.hrbtv.net/xwzh/playlist.m3u8
黑龙江哈尔滨生活,http://stream.hrbtv.net/shpd/playlist.m3u8
黑龙江视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
龙泉综合,http://live2.rxip.sc96655.com/live/lqxw_2000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1
国际,#genre#
KCBS-TV CBS 2 (Los Angeles CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2637.ts
KNBC-TV NBC 4 (Los Angeles CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2453.ts
KTLA-TV CW 5 (Los Angeles CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/87547.ts
KABC-TV ABC 7 (Los Angeles CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2684.ts
KCAL-TV CBS/Ind. 9 (Los Angeles CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/87548.ts
KTTV-TV FOX 11 (Los Angeles CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2550.ts
KCOP-TV MyNetworkTV 13 (FOX 11+) (Los Angeles CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2478.ts
KSWB-TV FOX 5/69 (San Diego CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2534.ts
KNSD-TV NBC 7/39 (San Diego CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2439.ts
KFMB-TV CBS 8.1 (CBS 8+) (San Diego CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2623.ts
KFMB-DT CW/MyNetworkTV 8.2 (San Diego CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/446862.ts
KGTV-TV ABC 10 (San Diego CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2670.ts
KUSI-TV Ind. 51 (San Diego CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/710371.ts
KESQ-TV ABC 3 (Palm Springs CA),http://nocable.cc:8080/live/darriusthomas115@gmail.com/darriusthomas115@2025/121235.ts
KDFX-CA FOX 11/33 (Palm Springs CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/696419.ts
KMIR-TV NBC 36 (Palm Springs CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89444.ts
KTVU-TV FOX 2 (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2533.ts
KRON-TV CW 4 (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/597171.ts
KGO-TV ABC 7 (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2669.ts
KNTV-TV NBC 10 (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/2438.ts
KICU-TV MyNetworkTV 36 (FOX 2+) (San Francisco CA),http://s.rocketdns.info:8080/live/Z3nXfkOnf0/Madt8rUvmN/89459.ts
COZI TV SD,http://108.181.20.255:27347/livehttpplay?channel_id=23000
TELEXITOS SD,http://108.181.20.255:27347/livehttpplay?channel_id=23001
TELEMUNDO WEST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23002
TELEMUNDO EAST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23003
TELEMUNDO MOUNTAIN HD,http://108.181.20.255:27347/livehttpplay?channel_id=23004
GOLF CHANNEL HD,http://108.181.20.255:27347/livehttpplay?channel_id=23005
UNIVERSAL KIDS HD,http://108.181.20.255:27347/livehttpplay?channel_id=23006
TV ONE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23007
E! WEST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23008
MTV WEST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23009
NICK EAST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23010
MTV HITS HD,http://108.181.20.255:27347/livehttpplay?channel_id=23011
PARAMOUND  WEST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23012
PARAMOUND CANADÁ HD,http://108.181.20.255:27347/livehttpplay?channel_id=23013
LOGO EAST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23014
CMT WEST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23015
AFN prime pacific HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23016
AFN family HD,http://108.181.20.255:27347/livehttpplay?channel_id=23017
AFN movie HD,http://108.181.20.255:27347/livehttpplay?channel_id=23018
AFN spectrum HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23019
AFN sports HD,http://108.181.20.255:27347/livehttpplay?channel_id=23020
AFN sports 2 HD,http://108.181.20.255:27347/livehttpplay?channel_id=23021
LAS ESTRELLAS HD,http://108.181.20.255:27347/livehttpplay?channel_id=23022
LAS ESTRELLAS HD -1HORA,http://108.181.20.255:27347/livehttpplay?channel_id=23023
LAS ESTRELLAS HD -2HORA,http://108.181.20.255:27347/livehttpplay?channel_id=23024
CANAL 5 HD,http://108.181.20.255:27347/livehttpplay?channel_id=23025
CANAL 5 HD -1 HORA ,http://108.181.20.255:27347/livehttpplay?channel_id=23026
NU9VE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23027
AZTECA1 HD,http://108.181.20.255:27347/livehttpplay?channel_id=23028
AZTECA1 HD -HORAS ,http://108.181.20.255:27347/livehttpplay?channel_id=23029
ADN 40 HD,http://108.181.20.255:27347/livehttpplay?channel_id=23030
a mas+HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23031
SKYSPORTS LA LIGA(DEMO),http://108.181.20.255:27347/livehttpplay?channel_id=23032
FutTV HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23033
truTV HD,http://108.181.20.255:27347/livehttpplay?channel_id=23034
DREAMWORKS HD,http://108.181.20.255:27347/livehttpplay?channel_id=23035
GOLDEN HD,http://108.181.20.255:27347/livehttpplay?channel_id=23036
Europa/europa HD,http://108.181.20.255:27347/livehttpplay?channel_id=23037
GOLDEN EDGE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23038
GOLDEN PREMIER HD,http://108.181.20.255:27347/livehttpplay?channel_id=23039
ÚNICABLE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23040
BANDAMAX HD,http://108.181.20.255:27347/livehttpplay?channel_id=23041
TELEMUNDO HD,http://108.181.20.255:27347/livehttpplay?channel_id=23042
DISTRITO COMEDIA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23043
NICK JR HD,http://108.181.20.255:27347/livehttpplay?channel_id=23044
CARTOON NETWORK HD,http://108.181.20.255:27347/livehttpplay?channel_id=23045
GOLDEN HD,http://108.181.20.255:27347/livehttpplay?channel_id=23046
GOLDEN EDGE HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23047
TUDN MX HD,http://108.181.20.255:27347/livehttpplay?channel_id=23048
HBO FAMILY HD,http://108.181.20.255:27347/livehttpplay?channel_id=23049
UNIVERSAL PREMIER HD,http://108.181.20.255:27347/livehttpplay?channel_id=23050
UNIVERSAL CINEMA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23051
UNIVERSAL CRIME HD,http://108.181.20.255:27347/livehttpplay?channel_id=23052
UNIVERSAL REALITYKIT HD,http://108.181.20.255:27347/livehttpplay?channel_id=23053
FOX PREMIUM HD,http://108.181.20.255:27347/livehttpplay?channel_id=23054
FOX SPORTS 3 HD,http://108.181.20.255:27347/livehttpplay?channel_id=23055
GOLTV HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23056
Hallmark East HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23057
Hallmark West HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23058
Hallmark Movie East HD,http://108.181.20.255:27347/livehttpplay?channel_id=23059
Hallmark Movie west HD,http://108.181.20.255:27347/livehttpplay?channel_id=23060
Hallmark Drama HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23061
BET Caribe HD,http://108.181.20.255:27347/livehttpplay?channel_id=23062
BET Canadá HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23063
BET East HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23064
BET Her Caribe HD,http://108.181.20.255:27347/livehttpplay?channel_id=23065
BET BET West HD,http://108.181.20.255:27347/livehttpplay?channel_id=23066
OXYGEN West HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23067
OXYGEN EAST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23068
USA HD,http://108.181.20.255:27347/livehttpplay?channel_id=23069
BRAVO HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23070
SyFy East HD,http://108.181.20.255:27347/livehttpplay?channel_id=23071
MGM+HD,http://108.181.20.255:27347/livehttpplay?channel_id=23072
MGM+WEST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23073
MGM+HITS HD,http://108.181.20.255:27347/livehttpplay?channel_id=23074
MGM+MARQUE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23075
MGM+DRIVE HD,http://108.181.20.255:27347/livehttpplay?channel_id=23076
CMT EAST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23077
MTV EAST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23078
NICK WEST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23079
VH1 WEST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23080
MTV LIVE HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23081
PARAMOUND EAST HD ,http://108.181.20.255:27347/livehttpplay?channel_id=23082
COMEDY WEST HD,http://108.181.20.255:27347/livehttpplay?channel_id=23083
REVOLT HD,http://108.181.20.255:27347/livehttpplay?channel_id=23084
