北京联通,#genre#
北京财经,http://111.196.129.242:20000/rtp/239.3.1.116:8000
北京财经,http://114.252.228.26:4022/rtp/239.3.1.116:8000
北京财经,http://111.193.230.172:8888/rtp/239.3.1.116:8000
北京财经,http://111.193.235.177:8888/rtp/239.3.1.116:8000
北京通州,http://114.254.190.44:8099/rtp/239.3.1.221:8001
北京通州,http://111.196.129.242:20000/rtp/239.3.1.221:8001
北京通州,http://114.252.228.26:4022/rtp/239.3.1.221:8001
北京通州,http://111.193.230.172:8888/rtp/239.3.1.221:8001
北京通州,http://111.193.235.177:8888/rtp/239.3.1.221:8001
北京门头沟,http://114.254.190.44:8099/rtp/239.3.1.59:8001
北京门头沟,http://111.196.129.242:20000/rtp/239.3.1.59:8001
北京门头沟,http://114.252.228.26:4022/rtp/239.3.1.59:8001
北京门头沟,http://111.193.230.172:8888/rtp/239.3.1.59:8001
北京门头沟,http://111.193.235.177:8888/rtp/239.3.1.59:8001
卡酷少儿,http://114.254.190.44:8099/rtp/239.3.1.189:8000
卡酷少儿,http://111.196.129.242:20000/rtp/239.3.1.189:8000
卡酷少儿,http://114.252.228.26:4022/rtp/239.3.1.189:8000
卡酷少儿,http://111.193.230.172:8888/rtp/239.3.1.189:8000
卡酷少儿,http://111.193.235.177:8888/rtp/239.3.1.189:8000
厦门卫视,http://114.254.190.44:8099/rtp/239.3.1.143:4120
厦门卫视,http://111.196.129.242:20000/rtp/239.3.1.143:4120
厦门卫视,http://114.252.228.26:4022/rtp/239.3.1.143:4120
厦门卫视,http://111.193.230.172:8888/rtp/239.3.1.143:4120
厦门卫视,http://111.193.235.177:8888/rtp/239.3.1.143:4120
吉林卫视,http://114.254.190.44:8099/rtp/239.3.1.240:8172
吉林卫视,http://111.196.129.242:20000/rtp/239.3.1.240:8172
吉林卫视,http://114.252.228.26:4022/rtp/239.3.1.240:8172
吉林卫视,http://111.193.230.172:8888/rtp/239.3.1.240:8172
吉林卫视,http://111.193.235.177:8888/rtp/239.3.1.240:8172
嘉佳卡通,http://114.254.190.44:8099/rtp/239.3.1.147:9268
嘉佳卡通,http://111.196.129.242:20000/rtp/239.3.1.147:9268
嘉佳卡通,http://114.252.228.26:4022/rtp/239.3.1.147:9268
嘉佳卡通,http://111.193.230.172:8888/rtp/239.3.1.147:9268
嘉佳卡通,http://111.193.235.177:8888/rtp/239.3.1.147:9268
四川卫视,http://114.254.190.44:8099/rtp/239.3.1.29:8288
四川卫视,http://111.196.129.242:20000/rtp/239.3.1.29:8288
四川卫视,http://114.252.228.26:4022/rtp/239.3.1.29:8288
四川卫视,http://111.193.230.172:8888/rtp/239.3.1.29:8288
四川卫视,http://111.193.235.177:8888/rtp/239.3.1.29:8288
四川卫视4K,http://114.254.190.44:8099/rtp/239.3.1.131:3001
四川卫视4K,http://111.196.129.242:20000/rtp/239.3.1.131:3001
四川卫视4K,http://114.252.228.26:4022/rtp/239.3.1.131:3001
四川卫视4K,http://111.193.230.172:8888/rtp/239.3.1.131:3001
四川卫视4K,http://111.193.235.177:8888/rtp/239.3.1.131:3001
天津卫视,http://114.254.190.44:8099/rtp/239.3.1.141:1234
天津卫视,http://111.196.129.242:20000/rtp/239.3.1.141:1234
天津卫视,http://114.252.228.26:4022/rtp/239.3.1.141:1234
天津卫视,http://111.193.230.172:8888/rtp/239.3.1.141:1234
天津卫视,http://111.193.235.177:8888/rtp/239.3.1.141:1234
央视网CCTV10,http://114.254.190.44:8099/rtp/239.3.1.86:4120
央视网CCTV10,http://111.196.129.242:20000/rtp/239.3.1.86:4120
央视网CCTV10,http://114.252.228.26:4022/rtp/239.3.1.86:4120
央视网CCTV10,http://111.193.230.172:8888/rtp/239.3.1.86:4120
央视网CCTV10,http://111.193.235.177:8888/rtp/239.3.1.86:4120
央视网CCTV3,http://114.254.190.44:8099/rtp/239.3.1.193:8012
央视网CCTV3,http://111.196.129.242:20000/rtp/239.3.1.193:8012
央视网CCTV3,http://114.252.228.26:4022/rtp/239.3.1.193:8012
央视网CCTV3,http://111.193.230.172:8888/rtp/239.3.1.193:8012
央视网CCTV3,http://111.193.235.177:8888/rtp/239.3.1.193:8012
央视网CCTV5,http://114.254.190.44:8099/rtp/239.3.1.89:4120
央视网CCTV5,http://111.196.129.242:20000/rtp/239.3.1.89:4120
央视网CCTV5,http://114.252.228.26:4022/rtp/239.3.1.89:4120
央视网CCTV5,http://111.193.230.172:8888/rtp/239.3.1.89:4120
央视网CCTV5,http://111.193.235.177:8888/rtp/239.3.1.89:4120
央视网CCTV8,http://114.254.190.44:8099/rtp/239.3.1.85:4120
央视网CCTV8,http://111.196.129.242:20000/rtp/239.3.1.85:4120
央视网CCTV8,http://114.252.228.26:4022/rtp/239.3.1.85:4120
央视网CCTV8,http://111.193.230.172:8888/rtp/239.3.1.85:4120
央视网CCTV8,http://111.193.235.177:8888/rtp/239.3.1.85:4120
安徽卫视,http://114.254.190.44:8099/rtp/239.3.1.211:8064
安徽卫视,http://111.196.129.242:20000/rtp/239.3.1.211:8064
安徽卫视,http://114.252.228.26:4022/rtp/239.3.1.211:8064
安徽卫视,http://111.193.230.172:8888/rtp/239.3.1.211:8064
安徽卫视,http://111.193.235.177:8888/rtp/239.3.1.211:8064
山东卫视,http://114.254.190.44:8099/rtp/239.3.1.209:8052
山东卫视,http://111.196.129.242:20000/rtp/239.3.1.209:8052
山东卫视,http://114.252.228.26:4022/rtp/239.3.1.209:8052
山东卫视,http://111.193.230.172:8888/rtp/239.3.1.209:8052
山东卫视,http://111.193.235.177:8888/rtp/239.3.1.209:8052
山东卫视4K,http://114.254.190.44:8099/rtp/239.3.1.144:3005
山东卫视4K,http://111.196.129.242:20000/rtp/239.3.1.144:3005
山东卫视4K,http://114.252.228.26:4022/rtp/239.3.1.144:3005
山东卫视4K,http://111.193.230.172:8888/rtp/239.3.1.144:3005
山东卫视4K,http://111.193.235.177:8888/rtp/239.3.1.144:3005
山东教育卫视,http://114.254.190.44:8099/rtp/239.3.1.52:4120
山东教育卫视,http://111.196.129.242:20000/rtp/239.3.1.52:4120
山东教育卫视,http://114.252.228.26:4022/rtp/239.3.1.52:4120
山东教育卫视,http://111.193.230.172:8888/rtp/239.3.1.52:4120
山东教育卫视,http://111.193.235.177:8888/rtp/239.3.1.52:4120
山西卫视,http://114.254.190.44:8099/rtp/239.3.1.42:8172
山西卫视,http://111.196.129.242:20000/rtp/239.3.1.42:8172
山西卫视,http://114.252.228.26:4022/rtp/239.3.1.42:8172
山西卫视,http://111.193.230.172:8888/rtp/239.3.1.42:8172
山西卫视,http://111.193.235.177:8888/rtp/239.3.1.42:8172
广东卫视,http://114.254.190.44:8099/rtp/239.3.1.142:8048
广东卫视,http://111.196.129.242:20000/rtp/239.3.1.142:8048
广东卫视,http://114.252.228.26:4022/rtp/239.3.1.142:8048
广东卫视,http://111.193.230.172:8888/rtp/239.3.1.142:8048
广东卫视,http://111.193.235.177:8888/rtp/239.3.1.142:8048
广东卫视4K,http://114.254.190.44:8099/rtp/239.3.1.203:2000
广东卫视4K,http://111.196.129.242:20000/rtp/239.3.1.203:2000
广东卫视4K,http://114.252.228.26:4022/rtp/239.3.1.203:2000
广东卫视4K,http://111.193.230.172:8888/rtp/239.3.1.203:2000
广东卫视4K,http://111.193.235.177:8888/rtp/239.3.1.203:2000
广西卫视,http://114.254.190.44:8099/rtp/239.3.1.39:8300
广西卫视,http://111.196.129.242:20000/rtp/239.3.1.39:8300
广西卫视,http://114.252.228.26:4022/rtp/239.3.1.39:8300
广西卫视,http://111.193.230.172:8888/rtp/239.3.1.39:8300
广西卫视,http://111.193.235.177:8888/rtp/239.3.1.39:8300
快乐垂钓,http://114.254.190.44:8099/rtp/239.3.1.164:8001
快乐垂钓,http://111.196.129.242:20000/rtp/239.3.1.164:8001
快乐垂钓,http://114.252.228.26:4022/rtp/239.3.1.164:8001
快乐垂钓,http://111.193.230.172:8888/rtp/239.3.1.164:8001
快乐垂钓,http://111.193.235.177:8888/rtp/239.3.1.164:8001
旅游卫视,http://114.254.190.44:8099/rtp/239.3.1.45:8304
旅游卫视,http://111.196.129.242:20000/rtp/239.3.1.45:8304
旅游卫视,http://114.252.228.26:4022/rtp/239.3.1.45:8304
旅游卫视,http://111.193.230.172:8888/rtp/239.3.1.45:8304
旅游卫视,http://111.193.235.177:8888/rtp/239.3.1.45:8304
江苏卫视,http://114.254.190.44:8099/rtp/239.3.1.135:8028
江苏卫视,http://111.196.129.242:20000/rtp/239.3.1.135:8028
江苏卫视,http://114.252.228.26:4022/rtp/239.3.1.135:8028
江苏卫视,http://111.193.230.172:8888/rtp/239.3.1.135:8028
江苏卫视,http://111.193.235.177:8888/rtp/239.3.1.135:8028
江苏卫视4K,http://114.254.190.44:8099/rtp/239.3.1.113:3003
江苏卫视4K,http://111.196.129.242:20000/rtp/239.3.1.113:3003
江苏卫视4K,http://114.252.228.26:4022/rtp/239.3.1.113:3003
江苏卫视4K,http://111.193.230.172:8888/rtp/239.3.1.113:3003
江苏卫视4K,http://111.193.235.177:8888/rtp/239.3.1.113:3003
江西卫视,http://114.254.190.44:8099/rtp/239.3.1.123:8164
江西卫视,http://111.196.129.242:20000/rtp/239.3.1.123:8164
江西卫视,http://114.252.228.26:4022/rtp/239.3.1.123:8164
江西卫视,http://111.193.230.172:8888/rtp/239.3.1.123:8164
江西卫视,http://111.193.235.177:8888/rtp/239.3.1.123:8164
河北卫视,http://114.254.190.44:8099/rtp/239.3.1.148:8072
河北卫视,http://111.196.129.242:20000/rtp/239.3.1.148:8072
河北卫视,http://114.252.228.26:4022/rtp/239.3.1.148:8072
河北卫视,http://111.193.230.172:8888/rtp/239.3.1.148:8072
河北卫视,http://111.193.235.177:8888/rtp/239.3.1.148:8072
河南卫视,http://114.254.190.44:8099/rtp/239.3.1.50:8184
河南卫视,http://111.196.129.242:20000/rtp/239.3.1.50:8184
河南卫视,http://114.252.228.26:4022/rtp/239.3.1.50:8184
河南卫视,http://111.193.230.172:8888/rtp/239.3.1.50:8184
河南卫视,http://111.193.235.177:8888/rtp/239.3.1.50:8184
浙江卫视,http://114.254.190.44:8099/rtp/239.3.1.137:8036
浙江卫视,http://111.196.129.242:20000/rtp/239.3.1.137:8036
浙江卫视,http://114.252.228.26:4022/rtp/239.3.1.137:8036
浙江卫视,http://111.193.230.172:8888/rtp/239.3.1.137:8036
浙江卫视,http://111.193.235.177:8888/rtp/239.3.1.137:8036
浙江卫视4K,http://114.254.190.44:8099/rtp/239.3.1.114:3004
浙江卫视4K,http://111.196.129.242:20000/rtp/239.3.1.114:3004
浙江卫视4K,http://114.252.228.26:4022/rtp/239.3.1.114:3004
浙江卫视4K,http://111.193.230.172:8888/rtp/239.3.1.114:3004
浙江卫视4K,http://111.193.235.177:8888/rtp/239.3.1.114:3004
淘baby,http://114.254.190.44:8099/rtp/239.3.1.238:8001
淘baby,http://111.196.129.242:20000/rtp/239.3.1.238:8001
淘baby,http://114.252.228.26:4022/rtp/239.3.1.238:8001
淘baby,http://111.193.230.172:8888/rtp/239.3.1.238:8001
淘baby,http://111.193.235.177:8888/rtp/239.3.1.238:8001
淘剧场,http://114.254.190.44:8099/rtp/239.3.1.95:8001
淘剧场,http://111.196.129.242:20000/rtp/239.3.1.95:8001
淘剧场,http://114.252.228.26:4022/rtp/239.3.1.95:8001
淘剧场,http://111.193.230.172:8888/rtp/239.3.1.95:8001
淘剧场,http://111.193.235.177:8888/rtp/239.3.1.95:8001
淘娱乐,http://114.254.190.44:8099/rtp/239.3.1.100:8001
淘娱乐,http://111.196.129.242:20000/rtp/239.3.1.100:8001
淘娱乐,http://114.252.228.26:4022/rtp/239.3.1.100:8001
淘娱乐,http://111.193.230.172:8888/rtp/239.3.1.100:8001
淘娱乐,http://111.193.235.177:8888/rtp/239.3.1.100:8001
淘电影,http://114.254.190.44:8099/rtp/239.3.1.250:8001
淘电影,http://111.196.129.242:20000/rtp/239.3.1.250:8001
淘电影,http://114.252.228.26:4022/rtp/239.3.1.250:8001
淘电影,http://111.193.230.172:8888/rtp/239.3.1.250:8001
淘电影,http://111.193.235.177:8888/rtp/239.3.1.250:8001
深圳卫视,http://114.254.190.44:8099/rtp/239.3.1.134:8020
深圳卫视,http://111.196.129.242:20000/rtp/239.3.1.134:8020
深圳卫视,http://114.252.228.26:4022/rtp/239.3.1.134:8020
深圳卫视,http://111.193.230.172:8888/rtp/239.3.1.134:8020
深圳卫视,http://111.193.235.177:8888/rtp/239.3.1.134:8020
深圳卫视4K,http://114.254.190.44:8099/rtp/239.3.1.202:2000
深圳卫视4K,http://111.196.129.242:20000/rtp/239.3.1.202:2000
深圳卫视4K,http://114.252.228.26:4022/rtp/239.3.1.202:2000
深圳卫视4K,http://111.193.230.172:8888/rtp/239.3.1.202:2000
深圳卫视4K,http://111.193.235.177:8888/rtp/239.3.1.202:2000
湖北卫视,http://114.254.190.44:8099/rtp/239.3.1.138:8044
湖北卫视,http://111.196.129.242:20000/rtp/239.3.1.138:8044
湖北卫视,http://114.252.228.26:4022/rtp/239.3.1.138:8044
湖北卫视,http://111.193.230.172:8888/rtp/239.3.1.138:8044
湖北卫视,http://111.193.235.177:8888/rtp/239.3.1.138:8044
湖南卫视,http://114.254.190.44:8099/rtp/239.3.1.132:8012
湖南卫视,http://111.196.129.242:20000/rtp/239.3.1.132:8012
湖南卫视,http://114.252.228.26:4022/rtp/239.3.1.132:8012
湖南卫视,http://111.193.230.172:8888/rtp/239.3.1.132:8012
湖南卫视,http://111.193.235.177:8888/rtp/239.3.1.132:8012
湖南卫视4K,http://114.254.190.44:8099/rtp/239.3.1.112:3002
湖南卫视4K,http://111.196.129.242:20000/rtp/239.3.1.112:3002
湖南卫视4K,http://114.252.228.26:4022/rtp/239.3.1.112:3002
湖南卫视4K,http://111.193.230.172:8888/rtp/239.3.1.112:3002
湖南卫视4K,http://111.193.235.177:8888/rtp/239.3.1.112:3002
爱上4K,http://114.254.190.44:8099/rtp/239.3.1.236:2000
爱上4K,http://111.196.129.242:20000/rtp/239.3.1.236:2000
爱上4K,http://114.252.228.26:4022/rtp/239.3.1.236:2000
爱上4K,http://111.193.230.172:8888/rtp/239.3.1.236:2000
爱上4K,http://111.193.235.177:8888/rtp/239.3.1.236:2000
睛彩广场舞,http://114.254.190.44:8099/rtp/239.3.1.128:8001
睛彩广场舞,http://111.196.129.242:20000/rtp/239.3.1.128:8001
睛彩广场舞,http://114.252.228.26:4022/rtp/239.3.1.128:8001
睛彩广场舞,http://111.193.230.172:8888/rtp/239.3.1.128:8001
睛彩广场舞,http://111.193.235.177:8888/rtp/239.3.1.128:8001
睛彩竞技,http://114.254.190.44:8099/rtp/239.3.1.125:8001
睛彩竞技,http://111.196.129.242:20000/rtp/239.3.1.125:8001
睛彩竞技,http://114.252.228.26:4022/rtp/239.3.1.125:8001
睛彩竞技,http://111.193.230.172:8888/rtp/239.3.1.125:8001
睛彩竞技,http://111.193.235.177:8888/rtp/239.3.1.125:8001
睛彩篮球,http://114.254.190.44:8099/rtp/239.3.1.126:8001
睛彩篮球,http://111.196.129.242:20000/rtp/239.3.1.126:8001
睛彩篮球,http://114.252.228.26:4022/rtp/239.3.1.126:8001
睛彩篮球,http://111.193.230.172:8888/rtp/239.3.1.126:8001
睛彩篮球,http://111.193.235.177:8888/rtp/239.3.1.126:8001
睛彩青少,http://114.254.190.44:8099/rtp/239.3.1.127:8001
睛彩青少,http://111.196.129.242:20000/rtp/239.3.1.127:8001
睛彩青少,http://114.252.228.26:4022/rtp/239.3.1.127:8001
睛彩青少,http://111.193.230.172:8888/rtp/239.3.1.127:8001
睛彩青少,http://111.193.235.177:8888/rtp/239.3.1.127:8001
聚鲨环球精选,http://114.254.190.44:8099/rtp/239.3.1.160:8001
聚鲨环球精选,http://114.254.190.44:8099/rtp/239.3.1.179:8001
聚鲨环球精选,http://111.196.129.242:20000/rtp/239.3.1.160:8001
聚鲨环球精选,http://111.196.129.242:20000/rtp/239.3.1.179:8001
聚鲨环球精选,http://114.252.228.26:4022/rtp/239.3.1.160:8001
聚鲨环球精选,http://114.252.228.26:4022/rtp/239.3.1.179:8001
聚鲨环球精选,http://111.193.230.172:8888/rtp/239.3.1.160:8001
聚鲨环球精选,http://111.193.230.172:8888/rtp/239.3.1.179:8001
聚鲨环球精选,http://111.193.235.177:8888/rtp/239.3.1.160:8001
聚鲨环球精选,http://111.193.235.177:8888/rtp/239.3.1.179:8001
茶频道,http://114.254.190.44:8099/rtp/239.3.1.165:8001
茶频道,http://111.196.129.242:20000/rtp/239.3.1.165:8001
茶频道,http://114.252.228.26:4022/rtp/239.3.1.165:8001
茶频道,http://111.193.230.172:8888/rtp/239.3.1.165:8001
茶频道,http://111.193.235.177:8888/rtp/239.3.1.165:8001
萌宠TV,http://114.254.190.44:8099/rtp/239.3.1.102:8001
萌宠TV,http://111.196.129.242:20000/rtp/239.3.1.102:8001
萌宠TV,http://114.252.228.26:4022/rtp/239.3.1.102:8001
萌宠TV,http://111.193.230.172:8888/rtp/239.3.1.102:8001
萌宠TV,http://111.193.235.177:8888/rtp/239.3.1.102:8001
西藏卫视,http://114.254.190.44:8099/rtp/239.3.1.166:8188
西藏卫视,http://111.196.129.242:20000/rtp/239.3.1.166:8188
西藏卫视,http://114.252.228.26:4022/rtp/239.3.1.166:8188
西藏卫视,http://111.193.230.172:8888/rtp/239.3.1.166:8188
西藏卫视,http://111.193.235.177:8888/rtp/239.3.1.166:8188
财富天下,http://114.254.190.44:8099/rtp/239.3.1.53:9136
财富天下,http://111.196.129.242:20000/rtp/239.3.1.53:9136
财富天下,http://114.252.228.26:4022/rtp/239.3.1.53:9136
财富天下,http://111.193.230.172:8888/rtp/239.3.1.53:9136
财富天下,http://111.193.235.177:8888/rtp/239.3.1.53:9136
贵州卫视,http://114.254.190.44:8099/rtp/239.3.1.149:8076
贵州卫视,http://111.196.129.242:20000/rtp/239.3.1.149:8076
贵州卫视,http://114.252.228.26:4022/rtp/239.3.1.149:8076
贵州卫视,http://111.193.230.172:8888/rtp/239.3.1.149:8076
贵州卫视,http://111.193.235.177:8888/rtp/239.3.1.149:8076
辽宁卫视,http://114.254.190.44:8099/rtp/239.3.1.210:8056
辽宁卫视,http://111.196.129.242:20000/rtp/239.3.1.210:8056
辽宁卫视,http://114.252.228.26:4022/rtp/239.3.1.210:8056
辽宁卫视,http://111.193.230.172:8888/rtp/239.3.1.210:8056
辽宁卫视,http://111.193.235.177:8888/rtp/239.3.1.210:8056
重庆卫视,http://114.254.190.44:8099/rtp/239.3.1.122:8160
重庆卫视,http://111.196.129.242:20000/rtp/239.3.1.122:8160
重庆卫视,http://114.252.228.26:4022/rtp/239.3.1.122:8160
重庆卫视,http://111.193.230.172:8888/rtp/239.3.1.122:8160
重庆卫视,http://111.193.235.177:8888/rtp/239.3.1.122:8160
金鹰卡通,http://114.254.190.44:8099/rtp/239.3.1.51:9252
金鹰卡通,http://111.196.129.242:20000/rtp/239.3.1.51:9252
金鹰卡通,http://114.252.228.26:4022/rtp/239.3.1.51:9252
金鹰卡通,http://111.193.230.172:8888/rtp/239.3.1.51:9252
金鹰卡通,http://111.193.235.177:8888/rtp/239.3.1.51:9252
金鹰纪实,http://114.254.190.44:8099/rtp/239.3.1.58:8156
金鹰纪实,http://111.196.129.242:20000/rtp/239.3.1.58:8156
金鹰纪实,http://114.252.228.26:4022/rtp/239.3.1.58:8156
金鹰纪实,http://111.193.230.172:8888/rtp/239.3.1.58:8156
金鹰纪实,http://111.193.235.177:8888/rtp/239.3.1.58:8156
陕西卫视,http://114.254.190.44:8099/rtp/239.3.1.41:8140
陕西卫视,http://111.196.129.242:20000/rtp/239.3.1.41:8140
陕西卫视,http://114.252.228.26:4022/rtp/239.3.1.41:8140
陕西卫视,http://111.193.230.172:8888/rtp/239.3.1.41:8140
陕西卫视,http://111.193.235.177:8888/rtp/239.3.1.41:8140
青海卫视,http://114.254.190.44:8099/rtp/239.3.1.44:8184
青海卫视,http://111.196.129.242:20000/rtp/239.3.1.44:8184
青海卫视,http://114.252.228.26:4022/rtp/239.3.1.44:8184
青海卫视,http://111.193.230.172:8888/rtp/239.3.1.44:8184
青海卫视,http://111.193.235.177:8888/rtp/239.3.1.44:8184
黑龙江卫视,http://114.254.190.44:8099/rtp/239.3.1.133:8016
黑龙江卫视,http://111.196.129.242:20000/rtp/239.3.1.133:8016
黑龙江卫视,http://114.252.228.26:4022/rtp/239.3.1.133:8016
黑龙江卫视,http://111.193.230.172:8888/rtp/239.3.1.133:8016
黑龙江卫视,http://111.193.235.177:8888/rtp/239.3.1.133:8016

天津联通,#genre#
4K影视,http://125.37.56.24:8788/rtp/225.1.2.190:5002
4K私享家,http://125.37.56.24:8788/rtp/225.1.1.156:5002
CCTV-1,http://125.37.56.24:8788/rtp/225.1.1.120:5002
CCTV-10,http://125.37.56.24:8788/rtp/225.1.1.140:5002
CCTV-11,http://125.37.56.24:8788/rtp/225.1.2.192:5002
CCTV-12,http://125.37.56.24:8788/rtp/225.1.1.142:5002
CCTV-13,http://125.37.56.24:8788/rtp/225.1.2.193:5002
CCTV-14,http://125.37.56.24:8788/rtp/225.1.1.144:5002
CCTV-15,http://125.37.56.24:8788/rtp/225.1.2.194:5002
CCTV-16,http://125.37.56.24:8788/rtp/225.1.2.237:5002
CCTV-17,http://125.37.56.24:8788/rtp/225.1.2.52:5002
CCTV-2,http://125.37.56.24:8788/rtp/225.1.1.133:5002
CCTV-3,http://125.37.56.24:8788/rtp/225.1.1.158:5002
CCTV-4,http://125.37.56.24:8788/rtp/225.1.1.150:5002
CCTV-5,http://125.37.56.24:8788/rtp/225.1.1.160:5002
CCTV-5+,http://125.37.56.24:8788/rtp/225.1.1.121:5002
CCTV-6,http://125.37.56.24:8788/rtp/225.1.1.195:5002
CCTV-7,http://125.37.56.24:8788/rtp/225.1.1.138:5002
CCTV-8,http://125.37.56.24:8788/rtp/225.1.1.196:5002
CCTV-9,http://125.37.56.24:8788/rtp/225.1.1.119:5002
CCTV-世界地理,http://125.37.56.24:8788/rtp/225.1.2.171:5002
CCTV-兵器科技,http://125.37.56.24:8788/rtp/225.1.2.166:5002
CCTV-央视台球,http://125.37.56.24:8788/rtp/225.1.2.170:5002
CCTV-央视文化精品,http://125.37.56.24:8788/rtp/225.1.2.177:5002
CCTV-女性时尚,http://125.37.56.24:8788/rtp/225.1.2.172:5002
CCTV-怀旧剧场,http://125.37.56.24:8788/rtp/225.1.2.173:5002
CCTV-电视指南,http://125.37.56.24:8788/rtp/225.1.2.167:5002
CCTV-第一剧场,http://125.37.56.24:8788/rtp/225.1.2.175:5002
CCTV-风云剧场,http://125.37.56.24:8788/rtp/225.1.2.174:5002
CCTV-风云足球,http://125.37.56.24:8788/rtp/225.1.2.168:5002
CCTV-风云音乐,http://125.37.56.24:8788/rtp/225.1.2.176:5002
CCTV-高尔夫网球,http://125.37.56.24:8788/rtp/225.1.2.169:5002
CETV早期教育,http://125.37.56.24:8788/rtp/225.1.2.207:5002
CGTN,http://125.37.56.24:8788/rtp/225.1.1.27:5002
CGTN纪录,http://125.37.56.24:8788/rtp/225.1.1.55:5002
CHC动作电影,http://125.37.56.24:8788/rtp/225.1.1.215:5002
CHC家庭影院,http://125.37.56.24:8788/rtp/225.1.1.213:5002
CHC高清电影,http://125.37.56.24:8788/rtp/225.1.1.214:5002
FTV足球,http://125.37.56.24:8788/rtp/225.1.2.83:5002
GTV游戏竞技,http://125.37.56.24:8788/rtp/225.1.1.222:5002
GTV网络棋牌,http://125.37.56.24:8788/rtp/225.1.1.217:5002
三沙卫视,http://125.37.56.24:8788/rtp/225.1.2.181:5002
三角英语,http://125.37.56.24:8788/rtp/225.1.2.182:5002
东方卫视,http://125.37.56.24:8788/rtp/225.1.2.31:5002
东方财*,http://125.37.56.24:8788/rtp/225.1.1.247:5002
东方购物,http://125.37.56.24:8788/rtp/225.1.1.223:5002
中华特产,http://125.37.56.24:8788/rtp/225.1.2.197:5002
中国天气,http://125.37.56.24:8788/rtp/225.1.2.119:5002
中视购物,http://125.37.56.24:8788/rtp/225.1.2.85:5002
乐游,http://125.37.56.24:8788/rtp/225.1.1.145:5002
书法,http://125.37.56.24:8788/rtp/225.1.2.22:5002
云南卫视,http://125.37.56.24:8788/rtp/225.1.1.61:5002
优优宝贝,http://125.37.56.24:8788/rtp/225.1.2.203:5002
优购物,http://125.37.56.24:8788/rtp/225.1.1.225:5002
保定卫视,http://125.37.56.24:8788/rtp/225.1.1.83:5002
先锋乒羽,http://125.37.56.24:8788/rtp/225.1.1.219:5002
兵团卫视,http://125.37.56.24:8788/rtp/225.1.1.57:5002
内蒙古卫视,http://125.37.56.24:8788/rtp/225.1.1.32:5002
动漫秀场,http://125.37.56.24:8788/rtp/225.1.1.134:5002
北京卫视,http://125.37.56.24:8788/rtp/225.1.1.113:5002
卡酷少儿,http://125.37.56.24:8788/rtp/225.1.1.58:5002
吉林卫视,http://125.37.56.24:8788/rtp/225.1.2.26:5002
哈哈炫动,http://125.37.56.24:8788/rtp/225.1.1.62:5002
四川卫视,http://125.37.56.24:8788/rtp/225.1.1.123:5002
四海钓鱼,http://125.37.56.24:8788/rtp/225.1.2.202:5002
大港油田企业,http://125.37.56.24:8788/rtp/225.1.2.14:5002
天津IPTV,http://125.37.56.24:8788/rtp/225.1.2.123:5002
天津交通广播,http://125.37.56.24:8788/rtp/225.1.1.175:5002
天津体育,http://125.37.56.24:8788/rtp/225.1.1.122:5002
天津农村广播,http://125.37.56.24:8788/rtp/225.1.1.180:5002
天津卫视,http://125.37.56.24:8788/rtp/225.1.1.111:5002
天津小说广播,http://125.37.56.24:8788/rtp/225.1.1.177:5002
天津少儿,http://125.37.56.24:8788/rtp/225.1.1.125:5002
天津影视,http://125.37.56.24:8788/rtp/225.1.1.149:5002
天津文艺,http://125.37.56.24:8788/rtp/225.1.1.131:5002
天津文艺广播,http://125.37.56.24:8788/rtp/225.1.1.171:5002
天津新闻,http://125.37.56.24:8788/rtp/225.1.1.130:5002
天津新闻广播,http://125.37.56.24:8788/rtp/225.1.1.173:5002
天津滨海广播,http://125.37.56.24:8788/rtp/225.1.1.178:5002
天津生活广播,http://125.37.56.24:8788/rtp/225.1.1.174:5002
天津相声广播,http://125.37.56.24:8788/rtp/225.1.1.176:5002
天津科教,http://125.37.56.24:8788/rtp/225.1.1.129:5002
天津经济广播,http://125.37.56.24:8788/rtp/225.1.1.172:5002
天津购物,http://125.37.56.24:8788/rtp/225.1.1.151:5002
天津购物自营,http://125.37.56.24:8788/rtp/225.1.1.108:5002
天津都市,http://125.37.56.24:8788/rtp/225.1.1.128:5002
天津音乐广播,http://125.37.56.24:8788/rtp/225.1.1.179:5002
央广购物,http://125.37.56.24:8788/rtp/225.1.1.65:5002
好享购物,http://125.37.56.24:8788/rtp/225.1.1.224:5002
宁夏卫视,http://125.37.56.24:8788/rtp/225.1.1.56:5002
安徽卫视,http://125.37.56.24:8788/rtp/225.1.1.127:5002
家家购物,http://125.37.56.24:8788/rtp/225.1.1.227:5002
家庭理*,http://125.37.56.24:8788/rtp/225.1.2.23:5002
家有购物,http://125.37.56.24:8788/rtp/225.1.1.226:5002
山东教育卫视,http://125.37.56.24:8788/rtp/225.1.2.118:5002
山西卫视,http://125.37.56.24:8788/rtp/225.1.1.50:5002
幸福剧场,http://125.37.56.24:8788/rtp/225.1.2.59:5002
幸福娱乐,http://125.37.56.24:8788/rtp/225.1.2.60:5002
幸福彩,http://125.37.56.24:8788/rtp/225.1.1.152:5002
广东卫视,http://125.37.56.24:8788/rtp/225.1.1.116:5002
广西卫视,http://125.37.56.24:8788/rtp/225.1.2.81:5002
快乐垂钓,http://125.37.56.24:8788/rtp/225.1.1.92:5002
